#CHR	START	END	ENTREZ	HUGO	Description
1	224804178	224928249	149111	CNIH3	cornichon_homolog_3_(Drosophila)_mRNA
1	225117355	225155626	127602	DNAH14	dynein_axonemal_heavy_chain_14_transcript_variant_3_mRNA
1	225589203	225615815	3930	LBR	lamin_B_receptor_transcript_variant_1_mRNA
1	225674533	225703099	55740	ENAH	enabled_homolog_(Drosophila)_transcript_variant_1_mRNA
1	225965514	225978162	6726	SRP9	signal_recognition_particle_9kDa_transcript_variant_2_mRNA
1	225997796	226033262	2052	EPHX1	epoxide_hydrolase_1_microsomal_(xenobiotic)_transcript_variant_2_mRNA
1	226054264	226065294	9725	TMEM63A	transmembrane_protein_63A_mRNA
1	226073981	226076846	10637	LEFTY1	left-right_determination_factor_1_mRNA
1	226109557	226110448	29920	PYCR2	pyrroline-5-carboxylate_reductase_family_member_2_transcript_variant_1_mRNA
1	226124297	226129083	7044	LEFTY2	left-right_determination_factor_2_transcript_variant_2_mRNA
1	226170402	226187066	163859	SDE2	_telomere_maintenance_homolog_(S._pombe)_mRNA
1	226250407	226254301	3020	H3F3A	H3_histone_family_3A_mRNA
1	226251677	226259703	440926	H3F3AP4	H3_histone_family_3A_pseudogene_4_non-coding_RNA
1	226332379	226374423	64746	ACBD3	acyl-CoA_binding_domain_containing_3_mRNA
1	226411382	226413513	83881	MIXL1	Mix_paired-like_homeobox_mRNA
1	226418849	226497204	286826	LIN9	lin-9_homolog_(C._elegans)_transcript_variant_1_mRNA
1	226548391	226595801	142	PARP1	poly_(ADP-ribose)_polymerase_1_mRNA
1	226736500	226796915	375057	C1orf95	chromosome_1_open_reading_frame_95_mRNA
1	226819390	226926876	3707	ITPKB	inositol-trisphosphate_3-kinase_B_mRNA
1	227058272	227083804	5664	PSEN2	presenilin_2_(Alzheimer_disease_4)_transcript_variant_1_mRNA
1	227127937	227153111	56997	ADCK3	aarF_domain_containing_kinase_3_nuclear_gene_encoding_mitochondrial_protein_mRNA
1	227191764	227222495	8476	CDC42BPA	CDC42_binding_protein_kinase_alpha_(DMPK-like)_transcript_variant_A_mRNA
1	227751219	227850164	339500	ZNF678	zinc_finger_protein_678_transcript_variant_1_mRNA
1	227884732	227885408	401983	ZNF847P	zinc_finger_protein_847_pseudogene_non-coding_RNA
1	227916239	227922055	100130093	LOC100130093	uncharacterized_transcript_variant_1_non-coding_RNA
1	227918889	227923112	65094	JMJD4	jumonji_domain_containing_4_transcript_variant_2_mRNA
1	227922696	227964671	116841	SNAP47	synaptosomal-associated_protein_47kDa_mRNA
1	228003417	228034171	339501	PRSS38	protease_serine_38_mRNA
1	228109164	228135676	7483	WNT9A	wingless-type_MMTV_integration_site_family_member_9A_mRNA
1	228129290	228129384	100847072	MIR5008	microRNA_5008_microRNA
1	228194722	228248168	89780	WNT3A	wingless-type_MMTV_integration_site_family_member_3A_mRNA
1	228270360	228286913	375	ARF1	ADP-ribosylation_factor_1_transcript_variant_4_mRNA
1	228284963	228285042	100500810	MIR3620	microRNA_3620_microRNA
1	228288427	228291022	79169	C1orf35	chromosome_1_open_reading_frame_35_mRNA
1	228294379	228297013	128308	MRPL55	mitochondrial_ribosomal_protein_L55_nuclear_gene_encoding_mitochondrial_protein_transcript_variant_4_mRNA
1	228327784	228336655	2987	GUK1	guanylate_kinase_1_transcript_variant_4_mRNA
1	228337414	228347527	57165	GJC2	gap_junction_protein_gamma_2_47kDa_mRNA
1	228353428	228369958	200205	IBA57	_iron-sulfur_cluster_assembly_homolog_(S._cerevisiae)_mRNA
1	228391206	228401365	574407	C1orf145	chromosome_1_open_reading_frame_145_transcript_variant_2_non-coding_RNA
1	228465205	228472692	84033	OBSCN	obscurin_cytoskeletal_calmodulin_and_titin-interacting_RhoGEF_transcript_variant_IC_mRNA
1	228581376	228594517	81559	TRIM11	tripartite_motif_containing_11_mRNA
1	228595635	228604583	51127	TRIM17	tripartite_motif_containing_17_transcript_variant_1_mRNA
1	228612545	228613026	8290	HIST3H3	histone_cluster_3_H3_mRNA
1	228645064	228645560	92815	HIST3H2A	histone_cluster_3_H2a_mRNA
1	228645807	228646259	128312	HIST3H2BB	histone_cluster_3_H2bb_mRNA
1	228649774	228649853	100616308	MIR4666A	microRNA_4666a_microRNA
1	228675067	228683889	149603	RNF187	ring_finger_protein_187_mRNA
1	228780393	228788159	574029	DUSP5P1	dual_specificity_phosphatase_5_pseudogene_1_non-coding_RNA
1	228780393	228882416	58480	RHOU	ras_homolog_family_member_U_transcript_variant_2_non-coding_RNA
1	229406808	229441640	5867	RAB4A	_member_RAS_oncogene_family_transcript_variant_1_mRNA
1	229440128	229441250	10638	SPHAR	S-phase_response_(cyclin_related)_mRNA
1	229456751	229478688	126731	CCSAP	centriole_cilia_and_spindle-associated_protein_mRNA
1	229566992	229569843	58	ACTA1	actin_alpha_1_skeletal_muscle_mRNA
1	229577043	229644088	55746	NUP133	nucleoporin_133kDa_mRNA
1	229652328	229694442	23456	ABCB10	ATP-binding_cassette_sub-family_B_(MDR/TAP)_member_10_nuclear_gene_encoding_mitochondrial_protein_mRNA
1	229728865	229761794	27097	TAF5L	TAF5-like_RNA_polymerase_II_p300/CBP-associated_factor_(PCAF)-associated_factor_65kDa_transcript_variant_1_mRNA
1	229761980	229795946	9816	URB2	_ribosome_biogenesis_2_homolog_(S._cerevisiae)_mRNA
1	230202955	230410310	2590	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide_N-acetylgalactosaminyltransferase_2_(GalNAc-T2)_mRNA
1	230457391	230561674	79605	PGBD5	piggyBac_transposable_element_derived_5_mRNA
1	230778201	230829731	22796	COG2	component_of_oligomeric_golgi_complex_2_transcript_variant_1_mRNA
1	230838271	230850336	183	AGT	angiotensinogen_(serpin_peptidase_inhibitor_clade_A_member_8)_mRNA
1	230883129	230937749	10753	CAPN9	calpain_9_transcript_variant_2_mRNA
1	230972864	230991782	84886	C1orf198	chromosome_1_open_reading_frame_198_transcript_variant_3_mRNA
1	231041986	231114618	79573	TTC13	tetratricopeptide_repeat_domain_13_transcript_variant_1_mRNA
1	231114822	231133147	64801	ARV1	_homolog_(S._cerevisiae)_mRNA
1	231154703	231175995	375061	FAM89A	family_with_sequence_similarity_89_member_A_mRNA
1	231155573	231155670	100302132	MIR1182	microRNA_1182_microRNA
1	231298673	231357314	440730	TRIM67	tripartite_motif_containing_67_mRNA
1	231319844	231323373	149373	LOC149373	uncharacterized_mRNA
1	231359508	231376924	128061	C1orf131	chromosome_1_open_reading_frame_131_mRNA
1	231376918	231401911	8443	GNPAT	glyceronephosphate_O-acyltransferase_mRNA
1	231468481	231473578	149371	EXOC8	exocyst_complex_component_8_mRNA
1	231473681	231490769	83932	SPRTN	SprT-like_N-terminal_domain_transcript_variant_1_mRNA
1	231499496	231556057	54583	EGLN1	egl_nine_homolog_1_(C._elegans)_mRNA
1	231611509	231612271	645339	SNRPD2P2	small_nuclear_ribonucleoprotein_D2_pseudogene_2_non-coding_RNA
1	231664398	231838307	100303453	TSNAX-DISC1	_readthrough_transcript_variant_7_non-coding_RNA
1	231664398	231702269	7257	TSNAX	translin-associated_factor_X_mRNA
1	231727037	231747836	100287814	LINC00582	long_intergenic_non-protein_coding_RNA_582_non-coding_RNA
1	231762560	231838307	27185	DISC1	disrupted_in_schizophrenia_1_transcript_variant_q_mRNA
1	231950371	231954263	27184	DISC2	disrupted_in_schizophrenia_2_(non-protein_coding)_non-coding_RNA
1	232533711	232598163	57568	SIPA1L2	signal-induced_proliferation-associated_1_like_2_mRNA
1	232940637	232946092	54627	MAP10	microtubule-associated_protein_10_mRNA
1	233086369	233114219	84284	NTPCR	nucleoside-triphosphatase_cancer-related_mRNA
1	233119881	233194264	80003	PCNXL2	pecanex-like_2_(Drosophila)_mRNA
1	233463513	233509880	84451	KIAA1804	mixed_lineage_kinase_4_mRNA
1	233749749	233808258	3775	KCNK1	potassium_channel_subfamily_K_member_1_mRNA
1	233759897	233759965	100616390	MIR4427	microRNA_4427_microRNA
1	234040678	234460262	148641	SLC35F3	solute_carrier_family_35_member_F3_mRNA
1	234442212	234442285	100616380	MIR4671	microRNA_4671_microRNA
1	234509213	234519795	388753	COA6	cytochrome_c_oxidase_assembly_factor_6_homolog_(S._cerevisiae)_transcript_variant_2_mRNA
1	234527058	234614849	6894	TARBP1	TAR_(HIV-1)_RNA_binding_protein_1_mRNA
1	234663636	234667525	100506795	LOC100506795	uncharacterized_non-coding_RNA
1	234740014	234743860	359948	IRF2BP2	interferon_regulatory_factor_2_binding_protein_2_transcript_variant_2_mRNA
1	234765056	234770526	100302691	LINC00184	long_intergenic_non-protein_coding_RNA_184_non-coding_RNA
1	234859788	234867390	100506810	LOC100506810	uncharacterized_non-coding_RNA
1	235272657	235292256	9804	TOMM20	translocase_of_outer_mitochondrial_membrane_20_homolog_(yeast)_nuclear_gene_encoding_mitochondrial_protein_mRNA
1	235291117	235291252	677802	SNORA14B	small_nucleolar_RNA_H/ACA_box_14B_small_nucleolar_RNA
1	235294497	235324772	23029	RBM34	RNA_binding_motif_protein_34_transcript_variant_1_mRNA
1	235294497	235357526	51742	ARID4B	AT_rich_interactive_domain_4B_(RBP1-like)_transcript_variant_2_mRNA
1	235353348	235353431	100616224	MIR4753	microRNA_4753_microRNA
1	235490664	235507844	9453	GGPS1	geranylgeranyl_diphosphate_synthase_1_transcript_variant_2_mRNA
1	235530727	235600789	6905	TBCE	tubulin_folding_cofactor_E_transcript_variant_2_mRNA
1	235610504	235667781	148789	B3GALNT2	beta-1_3-N-acetylgalactosaminyltransferase_2_transcript_variant_1_mRNA
1	235710984	235813293	2786	GNG4	guanine_nucleotide_binding_protein_(G_protein)_gamma_4_transcript_variant_1_mRNA
1	235824330	235901307	1130	LYST	lysosomal_trafficking_regulator_transcript_variant_1_mRNA
1	236016299	236016360	100302139	MIR1537	microRNA_1537_microRNA
1	236139131	236175343	4811	NID1	nidogen_1_mRNA
1	236305831	236372209	7107	GPR137B	G_protein-coupled_receptor_137B_mRNA
1	236378421	236445339	56605	ERO1LB	ERO1-like_beta_(S._cerevisiae)_mRNA
1	236557679	236648008	128178	EDARADD	EDAR-associated_death_domain_transcript_variant_A_mRNA
1	236681513	236716279	3964	LGALS8	lectin_galactoside-binding_soluble_8_transcript_variant_4_mRNA
1	236686368	236687808	100287902	LGALS8-AS1	LGALS8_antisense_RNA_1_non-coding_RNA
1	236712304	236746496	55127	HEATR1	HEAT_repeat_containing_1_mRNA
1	236849769	236927558	88	ACTN2	actinin_alpha_2_transcript_variant_1_mRNA
1	236958580	236979843	4548	MTR	5-methyltetrahydrofolate-homocysteine_methyltransferase_mRNA
1	237167402	237167718	645745	MT1HL1	metallothionein_1H-like_1_mRNA
1	237494177	237532908	6262	RYR2	ryanodine_receptor_2_(cardiac)_mRNA
1	238025474	238091619	100130331	LOC100130331	POTE_ankyrin_domain_family_member_F_pseudogene_non-coding_RNA
1	238041163	238054222	57829	ZP4	zona_pellucida_glycoprotein_4_mRNA
1	238643683	238649317	339535	LOC339535	uncharacterized_non-coding_RNA
1	239549864	240049896	1131	CHRM3	cholinergic_receptor_muscarinic_3_mRNA
1	240170823	240176560	645884	RPS7P5	ribosomal_protein_S7_pseudogene_5_non-coding_RNA
1	240408559	240555862	56776	FMN2	formin_2_mRNA
1	240652872	240775462	64388	GREM2	gremlin_2_DAN_family_BMP_antagonist_mRNA
1	240938816	240950738	6000	RGS7	regulator_of_G-protein_signaling_7_mRNA
1	241295571	241295646	100422856	MIR3123	microRNA_3123_microRNA
1	241660856	241683085	2271	FH	fumarate_hydratase_nuclear_gene_encoding_mitochondrial_protein_mRNA
1	241695433	241753565	8564	KMO	kynurenine_3-monooxygenase_(kynurenine_3-hydroxylase)_mRNA
1	241756451	241803701	23596	OPN3	opsin_3_mRNA
1	241792166	241799232	1122	CHML	choroideremia-like_(Rab_escort_protein_2)_mRNA
1	241846788	241959672	128025	WDR64	WD_repeat_domain_64_mRNA
1	242011492	242053241	9156	EXO1	exonuclease_1_transcript_variant_2_mRNA
1	242121068	242122363	441925	BECN1P1	beclin_1,_autophagy_related,_pseudogene_1
1	242158791	242162385	440738	MAP1LC3C	microtubule-associated_protein_1_light_chain_3_gamma_mRNA
1	242251688	242612784	200150	PLD5	phospholipase_D_family_member_5_transcript_variant_2_mRNA
1	243219615	243265046	731275	LOC731275	uncharacterized_non-coding_RNA
1	243287729	243303665	9859	CEP170	centrosomal_protein_170kDa_transcript_variant_gamma_mRNA
1	243456392	243469386	10806	SDCCAG8	serologically_defined_colon_cancer_antigen_8_mRNA
1	243509477	243509557	100616343	MIR4677	microRNA_4677_microRNA
1	243651534	244006584	10000	AKT3	v-akt_murine_thymoma_viral_oncogene_homolog_3_(protein_kinase_B_gamma)_transcript_variant_2_mRNA
1	244080703	244210619	339529	LOC339529	uncharacterized_non-coding_RNA
1	244212240	244220780	10472	ZBTB18	zinc_finger_and_BTB_domain_containing_18_transcript_variant_3_mRNA
1	244515936	244552388	200159	C1orf100	chromosome_1_open_reading_frame_100_transcript_variant_1_mRNA
1	244571793	244615436	159	ADSS	adenylosuccinate_synthase_mRNA
1	244617678	244773890	257044	C1orf101	chromosome_1_open_reading_frame_101_transcript_variant_2_mRNA
1	244816351	244872334	51029	DESI2	desumoylating_isopeptidase_2_mRNA
1	244998638	245008359	116228	COX20	_cytochrome_C_oxidase_assembly_factor_mRNA
1	245003939	245010243	284702	HNRNPU-AS1	HNRNPU_antisense_RNA_1_non-coding_RNA
1	245013601	245024393	3192	HNRNPU	heterogeneous_nuclear_ribonucleoprotein_U_(scaffold_attachment_factor_A)_transcript_variant_2_mRNA
1	245133170	245251148	84288	EFCAB2	EF-hand_calcium_binding_domain_2_transcript_variant_1_mRNA
1	245516979	245535019	55083	KIF26B	kinesin_family_member_26B_mRNA
1	245912641	246094125	64754	SMYD3	SET_and_MYND_domain_containing_3_transcript_variant_2_mRNA
1	246679340	246687589	255654	LOC255654	uncharacterized_non-coding_RNA
1	246703862	246729565	64216	TFB2M	transcription_factor_B2_mitochondrial_nuclear_gene_encoding_mitochondrial_protein_mRNA
1	246729638	246811544	163882	CNST	consortin_connexin_sorting_protein_transcript_variant_2_mRNA
1	246887377	246931440	51097	SCCPDH	saccharopine_dehydrogenase_(putative)_mRNA
1	246952918	246954788	149134	LOC149134	uncharacterized_non-coding_RNA
1	247012916	247040383	25909	AHCTF1	AT_hook_containing_transcription_factor_1_mRNA
1	247108848	247242115	100533111	ZNF670-ZNF695	_readthrough_non-coding_RNA
1	247108848	247171395	57116	ZNF695	zinc_finger_protein_695_transcript_variant_3_non-coding_RNA
1	247197939	247242115	93474	ZNF670	zinc_finger_protein_670_transcript_variant_1_mRNA
1	247263263	247267674	79862	ZNF669	zinc_finger_protein_669_transcript_variant_1_mRNA
1	247273461	247275719	388759	C1orf229	chromosome_1_open_reading_frame_229_mRNA
1	247285276	247313252	7678	ZNF124	zinc_finger_protein_124_transcript_variant_2_mRNA
1	247365268	247365362	100500849	MIR3916	microRNA_3916_microRNA
1	247400525	247401151	441931	VN1R17P	vomeronasal_1_receptor_17_pseudogene
1	247419373	247420447	317705	VN1R5	vomeronasal_1_receptor_5_(gene/pseudogene)
1	247465777	247473758	84838	ZNF496	zinc_finger_protein_496_mRNA
1	247581354	247589094	114548	NLRP3	NLR_family_pyrin_domain_containing_3_transcript_variant_2_mRNA
1	247614330	247615284	127623	OR2B11	olfactory_receptor_family_2_subfamily_B_member_11_mRNA
1	247654369	247655711	441932	OR2W5	olfactory_receptor_family_2_subfamily_W_member_5_mRNA
1	247670393	247739848	148823	GCSAML	germinal_center-associated_signaling_and_motility-like_mRNA
1	247687980	247694106	148824	GCSAML-AS1	GCSAML_antisense_RNA_1_non-coding_RNA
1	247693433	247697141	81472	OR2C3	olfactory_receptor_family_2_subfamily_C_member_3_mRNA
1	247751661	247752615	81470	OR2G2	olfactory_receptor_family_2_subfamily_G_member_2_mRNA
1	247768887	247769817	81469	OR2G3	olfactory_receptor_family_2_subfamily_G_member_3_mRNA
1	247782982	247783860	127617	OR14L1P	olfactory_receptor,_family_14,_subfamily_L,_member_1_pseudogene
1	247835419	247836343	441933	OR13G1	olfactory_receptor_family_13_subfamily_G_member_1_mRNA
1	247875130	247876057	343169	OR6F1	olfactory_receptor_family_6_subfamily_F_member_1_mRNA
1	247886200	247887544	388761	OR14A2	olfactory_receptor,_family_14,_subfamily_A,_member_2
1	247920763	247921708	26188	OR1C1	olfactory_receptor_family_1_subfamily_C_member_1_mRNA
1	247978101	247979031	284532	OR14A16	olfactory_receptor_family_14_subfamily_A_member_16_mRNA
1	248004229	248005198	391189	OR11L1	olfactory_receptor_family_11_subfamily_L_member_1_mRNA
1	248020500	248043438	25893	TRIM58	tripartite_motif_containing_58_mRNA
1	248058888	248059833	343171	OR2W3	olfactory_receptor_family_2_subfamily_W_member_3_mRNA
1	248084319	248085258	343172	OR2T8	olfactory_receptor_family_2_subfamily_T_member_8_mRNA
1	248097178	248098120	127608	OR2AJ1	olfactory_receptor,_family_2,_subfamily_AJ,_member_1
1	248100492	248264224	284521	OR2L13	olfactory_receptor_family_2_subfamily_L_member_13_mRNA
1	248112159	248113098	391190	OR2L8	olfactory_receptor_family_2_subfamily_L_member_8_mRNA
1	248128633	248129641	391191	OR2AK2	olfactory_receptor_family_2_subfamily_AK_member_2_mRNA
1	248153568	248154493	26247	OR2L1P	olfactory_receptor_family_2_subfamily_L_member_1_pseudogene_non-coding_RNA
1	248185249	248186188	81466	OR2L5	olfactory_receptor_family_2_subfamily_L_member_5_mRNA
1	248201473	248202607	26246	OR2L2	olfactory_receptor_family_2_subfamily_L_member_2_mRNA
1	248223983	248224922	391192	OR2L3	olfactory_receptor_family_2_subfamily_L_member_3_mRNA
1	248285437	248286082	388762	OR2M1P	olfactory_receptor_family_2_subfamily_M_member_1_pseudogene_non-coding_RNA
1	248308449	248309388	127059	OR2M5	olfactory_receptor_family_2_subfamily_M_member_5_mRNA
1	248343287	248344331	391194	OR2M2	olfactory_receptor_family_2_subfamily_M_member_2_mRNA
1	248366369	248367308	127062	OR2M3	olfactory_receptor_family_2_subfamily_M_member_3_mRNA
1	248402230	248403166	26245	OR2M4	olfactory_receptor_family_2_subfamily_M_member_4_mRNA
1	248436153	248437116	391195	OR2T33	olfactory_receptor_family_2_subfamily_T_member_33_mRNA
1	248457917	248458880	127064	OR2T12	olfactory_receptor_family_2_subfamily_T_member_12_mRNA
1	248486931	248487870	391196	OR2M7	olfactory_receptor_family_2_subfamily_M_member_7_mRNA
1	248512076	248513015	127066	OR14C36	olfactory_receptor_family_14_subfamily_C_member_36_mRNA
1	248524882	248525929	127074	OR2T4	olfactory_receptor_family_2_subfamily_T_member_4_mRNA
1	248550909	248551836	254879	OR2T6	olfactory_receptor_family_2_subfamily_T_member_6_mRNA
1	248569295	248570405	26696	OR2T1	olfactory_receptor_family_2_subfamily_T_member_1_mRNA
1	248604508	248605431	81458	OR2T7	olfactory_receptor,_family_2,_subfamily_T,_member_7
1	248616098	248617073	401992	OR2T2	olfactory_receptor_family_2_subfamily_T_member_2_mRNA
1	248636651	248637608	343173	OR2T3	olfactory_receptor_family_2_subfamily_T_member_3_mRNA
1	248651889	248652837	401993	OR2T5	olfactory_receptor_family_2_subfamily_T_member_5_mRNA
1	248684947	248685898	391211	OR2G6	olfactory_receptor_family_2_subfamily_G_member_6_mRNA
1	248721844	248722792	343563	OR2T29	olfactory_receptor_family_2_subfamily_T_member_29_mRNA
1	248737101	248738058	127068	OR2T34	olfactory_receptor_family_2_subfamily_T_member_34_mRNA
1	248756130	248757069	127069	OR2T10	olfactory_receptor_family_2_subfamily_T_member_10_mRNA
1	248789478	248790429	127077	OR2T11	olfactory_receptor_family_2_subfamily_T_member_11_mRNA
1	248801587	248802559	403244	OR2T35	olfactory_receptor_family_2_subfamily_T_member_35_mRNA
1	248813231	248814185	403239	OR2T27	olfactory_receptor_family_2_subfamily_T_member_27_mRNA
1	248844669	248845605	401994	OR14I1	olfactory_receptor_family_14_subfamily_I_member_1_mRNA
1	248902716	248903151	646627	LYPD8	LY6/PLAUR_domain_containing_8_mRNA
1	249104650	249109099	80851	SH3BP5L	SH3-binding_domain_protein_5-like_mRNA
1	249120575	249120642	100422879	MIR3124	microRNA_3124_microRNA
1	249132529	249143714	79894	ZNF672	zinc_finger_protein_672_mRNA
1	249144202	249150234	55657	ZNF692	zinc_finger_protein_692_transcript_variant_3_mRNA
1	249200441	249213345	267002	PGBD2	piggyBac_transposable_element_derived_2_transcript_variant_1_mRNA
2	38813	46588	642273	FAM110C	family_with_sequence_similarity_110_member_C_mRNA
2	218135	256690	26751	SH3YL1	SH3_domain_containing_Ysc84-like_1_(S._cerevisiae)_transcript_variant_1_mRNA
2	264868	272481	52	ACP1	acid_phosphatase_1_soluble_transcript_variant_4_mRNA
2	279928	287892	285016	FAM150B	family_with_sequence_similarity_150_member_B_mRNA
2	667972	676158	129787	TMEM18	transmembrane_protein_18_mRNA
2	779836	864112	339822	LOC339822	uncharacterized_non-coding_RNA
2	902822	906011	391343	C2orf90	chromosome_2_open_reading_frame_90
2	946553	1157357	54221	SNTG2	syntrophin_gamma_2_mRNA
2	1417232	1443171	7173	TPO	thyroid_peroxidase_transcript_variant_2_mRNA
2	1635658	1748291	7837	PXDN	peroxidasin_homolog_(Drosophila)_mRNA
2	1792884	1846658	23040	MYT1L	myelin_transcription_factor_1-like_mRNA
2	2323003	2330880	730811	LOC730811	uncharacterized_non-coding_RNA
2	3192740	3323445	7260	TSSC1	tumor_suppressing_subtransferable_candidate_1_mRNA
2	3383445	3483342	51112	TRAPPC12	trafficking_protein_particle_complex_12_mRNA
2	3501689	3521518	55256	ADI1	acireductone_dioxygenase_1_mRNA
2	3592690	3605879	246243	RNASEH1	ribonuclease_H1_mRNA
2	3605975	3609340	100506054	LOC100506054	uncharacterized_transcript_variant_2_non-coding_RNA
2	3623181	3624459	6201	RPS7	ribosomal_protein_S7_mRNA
2	3642421	3692234	78989	COLEC11	collectin_sub-family_member_11_transcript_variant_11_non-coding_RNA
2	3664812	3665349	7116	TMSB4XP2	thymosin_beta_4,_X-linked_pseudogene_2
2	3705785	3750260	55821	ALLC	allantoicase_mRNA
2	3750315	3818442	728597	DCDC2C	doublecortin_domain_containing_2C
2	4005244	4021622	100505964	LOC100505964	uncharacterized_non-coding_RNA
2	4675807	4703812	727982	LOC727982	uncharacterized_non-coding_RNA
2	5832798	5841517	6664	SOX11	SRY_(sex_determining_region_Y)-box_11_mRNA
2	6072818	6120350	150622	LOC150622	uncharacterized_non-coding_RNA
2	6122109	6128364	400940	LOC400940	uncharacterized_non-coding_RNA
2	6869299	6910442	400941	LINC00487	long_intergenic_non-protein_coding_RNA_487_non-coding_RNA
2	6980683	6991814	129607	CMPK2	cytidine_monophosphate_(UMP-CMP)_kinase_2_mitochondrial_transcript_variant_4_non-coding_RNA
2	7017795	7038363	91543	RSAD2	radical_S-adenosyl_methionine_domain_containing_2_mRNA
2	7052406	7058813	386597	RNF144A-AS1	RNF144A_antisense_RNA_1_non-coding_RNA
2	7073187	7095132	9781	RNF144A	ring_finger_protein_144A_mRNA
2	7561391	7590381	100506274	LOC100506274	uncharacterized_non-coding_RNA
2	8062555	8116977	339788	LOC339788	uncharacterized_non-coding_RNA
2	8147900	8468549	339789	LINC00299	long_intergenic_non-protein_coding_RNA_299_non-coding_RNA
2	8822112	8824583	3398	ID2	inhibitor_of_DNA_binding_2_dominant_negative_helix-loop-helix_protein_mRNA
2	8868986	8890465	57498	KIDINS220	kinase_D-interacting_substrate_220kDa_mRNA
2	8996700	9143876	129642	MBOAT2	membrane_bound_O-acyltransferase_domain_containing_2_mRNA
2	9346893	9545812	8853	ASAP2	ArfGAP_with_SH3_domain_ankyrin_repeat_and_PH_domain_2_transcript_variant_1_mRNA
2	9546789	9563379	9270	ITGB1BP1	integrin_beta_1_binding_protein_1_transcript_variant_1_mRNA
2	9563665	9599747	51692	CPSF3	cleavage_and_polyadenylation_specific_factor_3_73kDa_mRNA
2	9614669	9628591	285148	IAH1	isoamyl_acetate-hydrolyzing_esterase_1_homolog_(S._cerevisiae)_mRNA
2	9661724	9663477	6868	ADAM17	ADAM_metallopeptidase_domain_17_mRNA
2	9724105	9771106	10971	YWHAQ	tyrosine_3-monooxygenase/tryptophan_5-monooxygenase_activation_protein_theta_polypeptide_mRNA
2	9983570	10053714	9014	TAF1B	TATA_box_binding_protein_(TBP)-associated_factor_RNA_polymerase_I_B_63kDa_mRNA
2	10091791	10142412	29841	GRHL1	grainyhead-like_1_(Drosophila)_mRNA
2	10183681	10194963	8462	KLF11	Kruppel-like_factor_11_transcript_variant_1_mRNA
2	10196925	10220538	192668	CYS1	cystin_1_mRNA
2	10262694	10271546	6241	RRM2	ribonucleotide_reductase_M2_transcript_variant_1_mRNA
2	10281980	10350942	348738	C2orf48	chromosome_2_open_reading_frame_48_mRNA
2	10332739	10332797	100422929	MIR4261	microRNA_4261_microRNA
2	10443029	10567743	3241	HPCAL1	hippocalcin-like_1_transcript_variant_1_mRNA
2	10585280	10587770	4953	ODC1	ornithine_decarboxylase_1_mRNA
2	10586839	10586975	100302743	SNORA80B	small_nucleolar_RNA_H/ACA_box_80B_small_nucleolar_RNA
2	10710891	10830113	79954	NOL10	nucleolar_protein_10_transcript_variant_1_mRNA
2	10861774	10925236	245973	ATP6V1C2	ATPase_H+_transporting_lysosomal_42kDa_V1_subunit_C2_transcript_variant_1_mRNA
2	10923516	10952960	10130	PDIA6	protein_disulfide_isomerase_family_A_member_6_mRNA
2	11052062	11054351	3754	KCNF1	potassium_voltage-gated_channel_subfamily_F_member_1_mRNA
2	11239976	11272302	285150	FLJ33534	uncharacterized_LOC285150_non-coding_RNA
2	11273178	11286150	130813	C2orf50	chromosome_2_open_reading_frame_50_mRNA
2	11295539	11318998	130814	PQLC3	PQ_loop_repeat_containing_3_mRNA
2	11321777	11484711	9475	ROCK2	Rho-associated_coiled-coil_containing_protein_kinase_2_mRNA
2	11534106	11543203	100874055	LINC00570	long_intergenic_non-protein_coding_RNA_570_non-coding_RNA
2	11584500	11606303	1876	E2F6	E2F_transcription_factor_6_transcript_variant_d_mRNA
2	11680730	11680803	100616469	MIR4429	microRNA_4429_microRNA
2	11682815	11721391	9687	GREB1	growth_regulation_by_estrogen_in_breast_cancer_1_transcript_variant_b_mRNA
2	11798303	11810329	23620	NTSR2	neurotensin_receptor_2_mRNA
2	11881474	11905859	23175	LPIN1	lipin_1_transcript_variant_4_mRNA
2	11977058	11977112	100422996	MIR4262	microRNA_4262_microRNA
2	12856997	12882858	28951	TRIB2	tribbles_homolog_2_(Drosophila)_transcript_variant_1_mRNA
2	12877492	12877570	100422986	MIR3125	microRNA_3125_microRNA
2	13106907	13147138	100506474	LOC100506474	uncharacterized_non-coding_RNA
2	14772809	14780168	151354	FAM84A	family_with_sequence_similarity_84_member_A_mRNA
2	15307031	15378818	51594	NBAS	neuroblastoma_amplified_sequence_transcript_variant_2_non-coding_RNA
2	15731744	15768963	1653	DDX1	DEAD_(Asp-Glu-Ala-Asp)_box_helicase_1_mRNA
2	16080019	16081845	10408	MYCNOS	MYCN_opposite_strand/antisense_RNA_non-coding_RNA
2	16080682	16087129	4613	MYCN	v-myc_myelocytomatosis_viral_related_oncogene_neuroblastoma_derived_(avian)_mRNA
2	16730729	16804344	81553	FAM49A	family_with_sequence_similarity_49_member_A_mRNA
2	17691985	17699706	729475	RAD51AP2	RAD51_associated_protein_2_mRNA
2	17721806	17837706	7447	VSNL1	visinin-like_1_mRNA
2	17877555	17927218	79677	SMC6	structural_maintenance_of_chromosomes_6_transcript_variant_2_mRNA
